title,date,rating,review
" Never Trust the Devil
",2018-11-14 00:00:00,9,"The big question this movie asks is who do we trust? And not only that, but who can we trust who tell us who to trust. That might sound complicated, but it's really not. Watch this movie to find the answer. It's pure entertainment. A thrill ride."
" An overlong mixed bag of stuff.
",2018-10-24 00:00:00,4,"Some things about this movie are very good. Some are very bad. Some are just mediocre. Throwing together a bunch of genres and a bunch of themes and spreading them over two and a half hours doesn't make a good movie. It makes a sort of decent but not worth 2.5-hour film.It's unfortunate that all the extra stuff thrown on top of the core of the film got in the way, because what was at the core could have been really interesting if it had been developed. Unfortunately the core is undercooked and unsatisfying."
" Terrfying horror from deep inside of the brain
",2018-10-17 00:00:00,9,"Except for the open ending this unique flim is full of tense and horror in a genuine way. Watching Korean Exorcism is culturally thrilling indeed. Those who are not familiar with Asian culture might be shocked.
The story can be interpreted in many different ways, which has good and bad aspect at the same time. Some of the stories are appropriation from the Bibles. For example, testing John's beleif of Jesus with the story of rooster's crying at the dawn. For the viewers of Western culture can find some analogy from this very Korean story set. 
Even the title of the movie, Gok-seong, the name of the village which is a homonym of ""wailing"" in Korean word. Ambiguity might be the main theme that the director is intending."
" The people who gave this more than a 2/10 are wicked
",2018-10-14 00:00:00,3,"Are you serious??? Is one of the worst Korean film i have ever saw!!!! I love Korean movies, don't matter what genre. But this film is slow, has poor acting, lack of coherence in history. Is ridiculous. PLEASE DON'T WASTE YOUR TIME ON THIS THING! 
YOU HAVE BEEN WARNED!"
" WOW....JUST WOW
",2018-10-10 00:00:00,9,I haven't been this invested in a movie in a long time. I was literally fighting to stay awake last night to finish this movie. Its a unique horror mystery that will have you at the edge of your seat till the end. It def left a mark on me so much that i couldn't sleep well.
" Animal cruelty
",2018-10-09 00:00:00,1,"These Koreans really have no respect for animals. I've lost count of the animals killed for this stupid film. Appalling, disgusting, disgraceful. Is it really necessary to kill animals for entertainment? Shocking."
" A Must Watch for Horror Fans
",2018-09-21 00:00:00,9,Not a typical horror template. Unique and will make you chill to bone. Focus the story and find out the masterpiece.
" a must watch horror thriller movie
",2018-09-20 00:00:00,9,A very interesting movie. the start may seem a bit slow but soon the movie becomes very interesting..the actors are superb.. movie atmosphere also very unique..the movie is unique and it will remain a reference in horror movie..
" It's an art.
",2018-09-20 00:00:00,9,We rarely get to see this kind of movies. It doesn't actually seems a horror movie. I found it more in thriller/mystery genre. But its little bit scary. Worth my time and money.
" Very distracted plot
",2018-09-02 00:00:00,3,There were too many things going on with esoteric symbolism that was impossible to keep track of. So much so that I think the writer has adhd.
" Creepy!
",2018-08-01 00:00:00,9,"This is another fantastic horror movie from South Korean. Totally creepy! This movie takes place in a small town/village, when a murder takes place. A relative kills his family. Is the murderer sick, on drugs, or something more sinister? Is this a version of voodoo? There are so many questions and as you watch the film, so many weird things are going on. You'll never guess the end......and I'm not telling! This movie gave me chills! Definitely worth your time. 
This movie is in Korean, but you get past the subtitles quickly once you get into the movie, which doesn't take long."
" Worth a watch just for the ending
",2018-07-31 00:00:00,9,"A good movie but it is not a great movie. This movie would have been a 10/10 if it was a little shorter. 2 hours and 30 minutes is really pushing it. They could and should have cut off some of the talking scenes and ""comedic"" scenes and make this movie just 2 hours. It would have been perfect. This movie is slightly uneven because it is very dark and serious, but then there would be weird comedic scenes such a a group of villagers beating up a zombie-like person ""Shaun of The Dead"" style. This scene goes on and on. This movie has an amazing ending though, and it is very bleak. It deals with Satan, Angels, discrimination, and morality. There is no light in this movie. This movie starts off in darkness and ends in total darkness."
" This is what horror is supposed to be.
",2018-07-31 00:00:00,9,"A slow but creepy build up. Many moments that leave the characters and audience both wondering just what is real. A good mix of suspense and jump scares that aren't overdone or cheesy. And an ending that leaves you with answers and just the right questions.Overall Gok-seong (The Wailing in the west) was a gripping ghost story that delivered quality from start to finish. The characters were authentic and believable, not to mention relatable. The scares were on point, with a healthy mix of the subtle and the in your face. And the story was fleshed out and perfectly presented.This is one movie that will leave you sleeping with the lights on."
" Something feel scary but u cant explained
",2018-07-22 00:00:00,10,"Trust me u must watch this movie before u die, highly recommended"
" Too ambiguous for my taste.
",2018-07-02 00:00:00,3,"I never saw any real explanation for anything that happened. And I never figured out the purpose or motivation of several of the main characters.
 
There was a shaman who never really accomplished anything, a priest who seemed to have no purpose in the show at all, a Japanese man who is the target of blatant racism (this is apparently his only purpose), and a woman who seems to be important at the end but we have no idea why she's important or who she is. There is an implication (or direct accusation) that evil is targeting this one man because of his sin, but it hits lots of other people before it touches him. 
The end is a total mess - very tense, they do try to keep you on the edge of your seat, but the issue with the unclear characters bothered me too much to really enjoy the movie."
" Chilling
",2018-06-30 00:00:00,8,"The screenplay was amazing, with multiple twists where it keeps us guessing until the last scene. It's a thriller cum horror in one package; many of the scenes gave me the chills. A different type of horror movie and definitely worth a watch."
" A Fantastic, creepy, engaging horror film that doesn't outstay its welcome
",2018-06-28 00:00:00,10,"The biggest strength the Wailing has is how deeply entrenched the story is in the setting. This film would not work in any other setting, because the story needs a town in South Korea to work, as the entire plot relies on South Korea's culture and history.The story begins as a police drama mystery, with our protagonist, Jong Goo, a bumbling, clumsy police officer and family man, who is confronted by a sudden increase in violence and murder in the town, which is seemingly linked to the arrival of a mysterious Japanese man. But as the film progresses, the story transforms into a supernatural horror film that is deeply entrenched in both Buddhist and Christian ideas of demons and the supernatural. When Jong Goo's daughter gets sick with what he believes to be a sickness linked to the supernatural, Jong enlists the help of both a Catholic deacon and a local Shaman to help him figure out what is going on, and how he can stop it.The horror aspects of the film truly shine out, with a next-to zero percent reliance on jump scares, the creepiness of the film comes through in slow pans, confronting gory scenes, closeups of things that aren't quite what they seem, and a sense of dread that builds consistently over the 2 1/2 hour running time.Right up to the end credits is a guessing game of who is responsible for the occurances of the film, and when the truth is finally revealed, it ties the entire film together. What once seemed contradictory now makes sense within the context of the full film.In conclusion, if you want something that will hold your attention for 2 1/2 hours, this film is a fantastic use of your time, and will keep you engaged for the full run time."
" Somewhere in the middle
",2018-06-18 00:00:00,5,"Watching ""The Wailing"" is quite an undertaking. With a runtime of almost 3 hours this Korean Horror-Triller is a shear beast. Unfortunately I feel like pretty much more than half the runtime should have been cut. ""The Wailing"" circles around in a seemingly endless ""who done it"" or, to be more precise, ""who is it"" and even though the acting of our lead Do-won Kwak was not too bad, the dialogues bothered me constantly. I find myself repeating this for about every Asian movie and I assume it must be a cultural thing. I mostly find the talk so generic and pointless, that you could reduce some movies to 5-10 important lines and let them be quiet for the entire rest of the runtime. And this movie is no different. The best acting performance was delivered by Jun Kunimura, who not only presented a great play with mimic, but also refused to talk much (I bet he knew I would appreciate that). The cinematography was pretty good and I liked the realistic appearing gore effects. Not so much on the ""possessed zombies"" but therefore on the crime scenes and such. With that many pro's and con's ""The Wailing"" ends up somewhere in the middle and can therefore be labeled average."
" Not as good as I was meant to believe.
",2018-06-17 00:00:00,5,"This possession tale is told very differently and more mysteriously, which becomes increasingly disturbing as we learn more about what is actually happening here. The film was actually really creepy. There's also a lot of hidden agendas so one has to watch carefully and read between the lines. The ending will no doubt leave you a bit confused, as it appears there's been more than one demon all along (or at least an apprentice) but this is not made very clear. A second viewing might solve some of your unanswered questions.I must admit I found Do-won Kwak's acting almost lazy. Maybe this was the story's intention to have him look incompetent, but his character as a policeman was not very credible. The police in general seemed clueless and inexperienced and that was a bit of a drawback for me. When they found all the evidence at the Japanese man's home, they simply left and did not even attempt an arrest or brought him in for questioning. That was just not believable. They also too easily believed gossip instead of evidence, and the whole investigation back story was a lackluster effort, to say the least. In contrast, Hwan-hee Kim was excellent as the possessed girl."
" Dark Folk Horror
",2018-05-14 00:00:00,9,"The Wailing: South Korean Horror involving Demons, a Shaman, strange infections, murders and perhaps Zombies; certainly a lot of biting going on. A Japanese stranger (Jun Kunimura) is living in a shack in the woods in rural South Korea, people say that he eats deer alive and infects people, perhaps both physically and mentally. Is he some sort of Demon? There is also a strange young woman (Chun Woo-hee), is she in fact the source of the area's ills?Villagers begin to act strangely, start murder each other gruesomely, run around biting people, commit arson. A local police sergeant (Kwak Do-won) investigates and puts his own family at risk. His daughter (Kim Hwan-hee) may be possessed or controlled by a Demon. He is persuaded to call in a Shaman (Hwang Jung-min) to perform an exorcism but the Shaman realises that this in itself won't solve the problem, a stronger ritual will be required to finally rid the village of the Demon.Quite a violent film with several brutal murders committed both on and off stage. Also elements of psychological terror are well used throughout the film, in particular the primeval panic evoked by the forest. The ritual itself is explained and illustrated in detail, both the animal sacrifices during it and the cleansing rites necessary beforehand, bringing to mind the film A Dark Song. This is South Korean Folk Horror.Directed and written by Na Hong-jin this is a demanding film which you will not easily put out of your mind. At 156 minutes however it does drag in places and would have benefited from 20 minutes being judiciously cut from the running time. 8.5/10. On Netflix."
" Awful
",2018-05-12 00:00:00,1,I cannot believe all the positive reviews. This was worse than watching paint dry. Actually watching a awful rerun of Ronda Shearer's Up All Night with a equally awful Linnea Quigley-Brinke Stevens double feature would have been far less painful
" Horror on the Surface, Satire Underneath
",2018-03-16 00:00:00,10,"The Wailing may look like a generic and light-hearted horror movie on the surface. However, by delving deeper into the story's plot, evidences of satire that is related to the second World War and the Japanese invasion of Korea can be seen clearly. At the center of the satire, is the Japanese man who represents the war era Japan that had invaded Korea, resulting in the death of many men, women, and children and the emergence of ""comfort Women"" which was in reality the prostitution of young women and even girls. For instance, the young woman in white may represent the Comfort Women. There is even a a scene in which the Japanese man chases the woman in the jungle. And in another scene, he attacks another woman in an attempt to rape her. There are also other traces of rape and sexual abuse in women. For example, most women seem to have contracted a disease that is somewhat similar to that of an STD that has also transferred into men. And the policeman's daughter's thighs are bruised. Later, she also confesses that she has met the Japanese man. Moreover,the Japanese man's cleansing practice in the waterfall may represent Japan's attempt to cleanse its past, but to no avail. The whole village and maybe even the policeman stands for Korea, and the people are the nation. Nobody trusts the Japanese man, nobody likes him, but no matter how hard they try, they fail to drive him out of the village; he is there to stay and to make sure that everyone is consumed. One by one, the families fall victim to the Japanese man (or the Devil) who fall upon them like a disease. The disease then spreads until it consumes the whole village. Finally, the Shaman is a representation of traitors that allowed Japan to take over the country for their own personal profit. All in all, the movie has skillfully illustrated the horrors of the war, and the feeling of helplessness and darkness that takes over a country during such a period."
" Way better than you might expect
",2018-02-16 00:00:00,9,"The Wailing (Gok-seung)
I've had a lot of time on my hands of late. Stuck in bed mostly, I've been watching a lot of TV and a lot of movies. Some of it good. Some of it bad. And a bit of it surprising.
The Korean film Gok-seung, The Wailing, was one of those surprising things for me. It's one of those types of movies that I think we should be talking about a lot more than we generally do. It's so easy to talk about the big budget main stream films. So many of us, though, tend to overlook the smaller budget films, particularly from markets that we don't pay very much attention to when it comes to movies. 
Some Japanese films have captured mainstream attention, from the wonderful Akira Kurosawa films of the past, shlocky monster movies like Godzilla, Manga, Anime and Animation works, and horror movies like The Ring. Too many of those movies got badly remade by Hollywood, though The Magnificent Seven, For a Few Dollars More and even Star Wars managed to take Kurosawa's work and make pretty good movies out of them.
This has also been true of some Northern European films and television series, particularly Sweden, though they too have a long history of ""art film"" prestige, and an unfortunate history of bad or just less powerful Hollywood remakes.
But smaller, lesser known markets, like Korea, or Iran and so many other countries with burgeoning film industries, too often get overlooked. And movies that do not qualify as ""art film"" get even more overlooked, probably because they do not appeal to our inner snobs and do not make for good ""Look how smart and cultured I am."" types of references.
South Korea has in fact been making its own interesting horror and science fiction films for a while now. This undoubtedly has a similar source of inspiration as the American science fiction films and Japanese monster movies of the 50s and 60s: an intimate relationship and natural paranoia about the possibility of very real annihilation, of a hidden enemy that might very well actually exist, in this case due to the proximity to the unstable North Korean government. This has led to a very similar type of undertone that made movies like Invasion of the Body Snatchers, The Thing or Godzilla much better than they should have been.
Gok-seung, The Wailing is a great example of just this type of movie.
On the surface it starts out seeming like another zombie/possession movie, though with a surprising mix of comic characterization mixed in. The lead character is an overweight, mildly incompetent, and not at all heroic cop in a small mountain village where some odd, possibly supernatural deaths take place. Do-won Kwak, as Jong-goo is not exactly what you would picture as a leading man. But his pock marked fleshy face is both wonderfully expressive when he needs it to be and a blank almost mindless mask at other times, calling to mind the wonderful Japanese/Korean actor and director Takeshi Kitano, particularly in the way that he relates to the world around him and his fellow human beings. 
Except for his daughter Hyo-jin, played wonderfully by Hwan-hee Kim. She is the polar opposite of her father. She is sweet, full of life and of a surprising level of mature honesty and wisdom. Jong-goo clearly adores his daughter. When he is in her presence he melts. He emanates a deep uncynical fatherly love. He is a different human being when he is with her. 
So we know of course that Hyo-jin will play a major role, but we don't exactly how, and we definitely do not know how interesting the course that the movie will take, because at first it seems like such an obvious genre film.
It's not.
Even when the story begins to unfold, and we think we know what the movie is about, it manages to surprise. And like those great movies of the 50s and 60s, Gok-seung has a surprisingly deep undertow, reflecting those American science fiction films in the way that the characters must struggle with the question of how exactly we can tell the difference between good and evil.
It's also refreshing to see characters freak out when faced with the weird and the supernatural. If we're being completely honest about of it, how many of us would end up squealing and curled up in a ball if we were actually faced with flesh eating ghouls or demons? It's nice for once, and often very funny, to watch people actually do that.
The Wailing could easily pass as just a better than average horror movie, and can easily be appreciated as nothing more than that.
It's funny. It's entertaining. It's pretty creepy at times. And it's pretty shlocky at other times.
But The Wailing, much like its main characters, is also far smarter than it seems to be. 
So, watch it if you like horror movies, if you like comedy, or if you just like to be entertained.
But maybe, when you're done just enjoying Gok-seung, The Wailing, take a brief moment to appreciate how much better a film it was than it seemed to be.
You can find it on Netflix.
Maybe it's not for everyone out there.
But I think more of you are going to like it than you might first think.
You might even be able to brag to your friends a bit that you've found a film that they didn't know anything about. They may not be as impressed as they might be if you had watched a Kurosawa or Bergman film.
But that's okay.
Art isn't always that much fun.
But not everything has to be Art to be very very good.
The Wailing isn't Art.
Not by a long shot.
But it is very good.
And it's fun.
We should be talking more about movies like Gok-seung, The Wailing.
And we should be far less ashamed of having fun.
Because sometimes fun can be smart too."
" Well done
",2018-02-07 00:00:00,10,The most original horror film i have ever seen. Even i hate horror movies -because of they are too boring for me- this one made my day.
" The Wailing Review: Best horror film of the decade!
",2018-01-15 00:00:00,10,"Movie: The Wailing (15): Horror - KoreanPositives:The screenplay is brilliantly written with no major flaws to deviate you.The film's really scary at times and it succeeds as a horror thriller.Kwak Do-won's performance is a major highlight. Chun Woo-hee is also very impressive, as are Hwang Jung-min and Kunimura Jun.The cinematography is excellent and the film's technical aspects are strong.The unpredictability of the film is what makes it thought-provoking and memorable.The ending is as mindblowing as it is unpredictably excellent.Negatives:Well, not any.Repeat value: YesWithout a second thought, I can say that THE WAILING by Na Hong-jin is undoubtedly the best horror film of the decade, as it proves to be much more than a horror film and delivers something which not every film of this genre has. The film is unforgettable and you definitely won't be able to forget it."
" Good story but wrong choice of actor.
",2018-01-11 00:00:00,7,"Was so annoyed with the main cast Do-won Kwak, weak, spineless and just plain stupid and helpless."
" The P R E S T I G E of horror movies
",2018-01-02 00:00:00,9,"Truly a masterpiece, the first film that I've found that has come close to touching the feeling that the Prestige instilled in me. 9/10."
" The perfect dark journey you want in a horror film
",2017-12-04 00:00:00,10,"A small village is the setting for this terrifying horror movie from South Korea. At well over two hours, it plays with its viewers and weaves clues to a mystery.Another Korean film from the same year, Train to Busan, offered us a father/daughter relationship that touched our hearts. Both are slightly different in their journeys and plot but it is a powerful force that bonds these mean together with their little sweethearts. The evil force that threatens the policeman's daughter here is shifty and hard to understand. It takes the father on a quest of love that promises to harm his physical body and perhaps his soul. Will his daughter be saved? That's the question that keeps coming up.The policeman is the star of this film. There are a few scenes with his that are definitely Oscar worthy. In a horror film you sometimes need a voice of reason to identify with. But what about when that voice you're following starts losing touch with reality? That can be a scary thing.Then, there is this evil force. Who is it? A ghost as the shaman says? This film is not just horror but also a mystery to be guessed at which, if you like mysteries as I do, makes it a lot of fun. This mysterious, sleepy horror mystery tale should not be spoiled. If you have not seen it and these themes interest you, I encourage you to watch it. If you have seen it, I think you'll agree it is one of the more powerful horrors of its year (2016). I hope to connect further through a podcast outlining my thoughts on this film. Stay tuned."
" Thrilling, Sad and Mysterious
",2017-11-28 00:00:00,10,I didn't expect to come here and write that this is the best film I ever watched. It's all about a major trouble that almost faces everyone on Earth. I felt that the writer and director of the movie was right when he said that the movie is a condolence for people who suffered from such problems. Greetings to him and to South Korea for providing us such masterpieces from time to time.
" I Don't Know What i Just Saw!
",2017-11-25 00:00:00,7,"I'm not a big fan of horror movies and i don't regard them as my type of movies sort of speak but i watched the movie and maybe because i don't watch a lot of them i didn't get the way the movie was progressing, the last 30 minutes literally got my at the edge of my chair but the other 2 hours i felt nothing but boredom and i hoped to understand the movie at the end but it left my with a lot to wonder,,, maybe that is what the movie aims to achieve but i think it's simply not my cop of tea"
" Uniquely terrifying movie
",2017-11-21 00:00:00,9,"Horror is the least preferred genre for me, as most of them revolves around same story lines and forced "" jumpy "" moments, so this is perhaps my very few amongst the horror flicks for which I am motivated to write a small review because of its awesomeness. The tension that builds in this movie is really terrifying and will stick with you for a while. I literally had a nightmare the same night after watching this movie; such was its effect. I think, the emotional struggle of a father and the sheer determination to fight the odds to help his child was captured beautifully. Also, there is a certain intangible weirdness in this movie that makes it really unique, served with some brilliant acting. I recommend everyone to stay away from the spoilers and just watch the movie. It is hell of a ride if you allow yourself submerge into the plot. Another masterpiece from Korean cinema. A must watch for horror fans."
" Shlock-infested South Korean horror import fails to scare or entertain
",2017-11-04 00:00:00,3,"Why do critics often overrate foreign films? Could it be that that there are no frames of reference to effect able comparisons? Such is the case with Na Hong-jin's, The Wailing, a rather dopey ""horror thriller"" set in a rural area of South Korea. If you must see this inane tale, then see it for the nifty cinematography which features plush landscapes of the South Korean countryside.The protagonist here is Jong-goo, a police officer, who dotes on his young daughter, Hyo-jin. One is struck immediately by the crude talk of the local constabulary which Jong-goo belongs, having attained the rank of sergeant. The local police have now been entrusted with investigating a series of deaths due to what initially is believed to be some kind of gruesome infectious disease, leaving bubonic plague-like splotches on the skin, leading to murders committed by sole family members.A mysterious woman informs Jong-goo about an elderly Japanese man, living out in the sticks, who might be a person of interest. A local hunter claims he saw the man almost naked, with glowing red eyes, eating a deer. Jong-goo, along with another officer, perform what appears to be a warrant-less search on the stranger's house while he is away and the partner finds pictures of the infected and murdered victims inside the Japanese man's home (he's so shocked that he doesn't he even tell Jong-goo).No need to go into great detail about what happens next. Suffice it to say that when Hyo-jin becomes infected, Jong- goo attempts to hunt the Japanese man down after putting a posse together including a young Japanese-speaking deacon. They aren't successful in capturing the alleged ""demon,"" and then Jong-goo's mother- in-law recommends employing Il-gwang, a local shaman, who subsequently performs a bizarre ritual designed to remove the spirits inhabiting Hyo- jin's body.Jong-goo finally is forced to play ""will the real demon please stand up,"" and is unable to discern whether the mysterious woman he encountered earlier is being truthful when she denies being the demon and continuing to point the finger at the ""Jap"" (antipathy toward the Japanese still apparently runs high even among modern day South Koreans). The deacon however, ends up confronting the old man who reveals himself to be the actual demon.The ending is decidedly not happy at all when Jong-goo returns home and finds his wife and mother-in-law slaughtered by his now possessed daughter. There is supposed to be some kind of twist when we discover that Il-gwang might be part of the demon club, after we see him returning to his car, unintentionally dropping a box containing photos of the other victims of those possessed.The Wailing disappoints for two major reasons. First there's the protagonist Jong-goo, played by Do-won Kwak. I don't think I've ever seen a police officer as wimpy as the one played by Kwak. The demon appears to wreak havoc upon his psyche and he's end up a blubbering mess —a shell of a man—at film's end. Where was Bruce Willis when you needed him?Second and more important, Na Hong-jin's monster isn't one bit scary or original. All the flesh eating and glowing eyes are things we've seen many times before in these type of films. The only people who end up wailing are those who pay tickets for this paltry and lugubrious entry in the pantheon of shlock (not shock) infested entertainment."
" How Korean tells you horror story and shock you like forever
",2017-10-27 00:00:00,10,"So twisted, makes you lost in labyrinth filled with demons and humans as none of em you can trust to get out, but your own instinct, your bad fate is unavoidable, though. Rank A acting from all the actors. Admire the little girl and the shaman roles. The shocking scene for me, when the shaman felt sick, and experienced a sudden throw up."
" How many village ghosts does it take to change a light bulb?
",2017-10-11 00:00:00,4,"If you like Asian horror, you probably aren't looking for the equivalent of Abbott & Costello Meet The Spooky Chick With Long Hair. That's close to what Hong-jin Na has done with his half-parody, half-serious take on his supernatural material. He's more serious than not, but he's also fatally hung his tale on a cop protagonist who's a pudgy bumbling wimp. We're meant to see multiplying local horrors as the forge that helps officer Jong-goo man up, if not in the eyes of his bored wife then at least to save his cutie pie kid. He's determined to scream and run for it like a Korean Lou Costello.This prefab spook house is filled with slapstick, zombies, ghosts, plagues, exorcisms and gore, but Na's predictable and it's always obvious where he's going next. He has an OK eye, a plodder's pacing and a manga's paint-by-number characters. His action sequences typically involve the same repeated pratfalls -- he's no Yeon Sang-ho! He does, however, pull out all the stops for a berserk tongue-in-cheek shamanic ritual that's the only memorable sequence in the film."
" A film for those who like their horror films abstract
",2017-10-09 00:00:00,7,"'The Wailing' takes you by the hand and leads you deep into the woods. This is a South Korean horror film that doesn't actually reveal that it is a horror film until it is deep into the wilderness of its story. It melds folklore, cultural superstitions and religious mythology to explore themes of faith and fear, and how ultimate evil can be seen as something akin to a virus that infects and consumes, before moving onto the next host.This is a deeply fascinating mood piece that recalls the brooding atmosphere of Bong Joon-ho's 'Memories of Murder' and the enigmatic mysteries of Michael Haneke's 'Hidden', with spectacular scenery as the backdrop to some gruesome goings-on. What starts off like a pretty standard procedural investigative thriller goes through a remarkable metamorphosis across its (fairly lengthy) runtime. In a nutshell: A bumbling but endearing small town cop begins investigating a series of crimes that point to some kind of homicidal hysteria sweeping through his community, and all roads lead to a mysterious stranger who has taken up residence in the local woodlands. That's all you need to know going in and, to be honest, that's all you really know for sure coming out. The story winds its way through to some pretty unexpected and unsettling places, but spends its first half hour setting-up the foundations of an intriguing mystery while also being surprisingly funny, and it is this quirky humour that lulls the viewer into a false sense of security as a result. The comedy soon dies out and the disquiet sets in, plus the authentic performances from the cast keep it all grounded and lend the whole experience a reality, no matter how bizarre events get.There are answers in the film as to what is happening, why it is happening and who is orchestrating things and to what end, but the film has been intentionally designed to obfuscate any sense of certainty. Even when things are being explained, nothing is explained. Even when it feels like we are witnessing revelation, nothing is revealed. Writer/director Na Hong-jin wants us to work hard in order to drink from the well of deeper meaning. He is indeed exploring the notions of evil as a disease, superstition as a science, and faith as simple perception. In fact, he makes the supernatural somewhat prosaic, which calls into question how we are viewing events and how much of it is real, how much of it is magic, and how much is simply allegory and metaphor for the filmmaker's own spiritual discourse. Either way, whatever it all means, Na Hong-jin expertly unravels the tale at a methodical pace, like bait danging on a hook in the water until we bite and he reels us in with expert timing. But, much like a fish literally out of water, it's a bewildering and confounding experience at the end of the line. I am uncertain if the confusion is partly a symptom of the somewhat muddled plotting or if the ambiguity was perhaps an afterthought (the film apparently was in the editing room for a year and intentionally cut out some context), but it doesn't really matter all that much since the overall experience is so spellbinding.The closing moments, as with many scenes in the film, are both despairingly fatalistic and thought-provoking, and I guarantee almost anyone who watches it will jump on Google at their earliest convenience and type in: 'The Wailing explained'. You'll find theories, ideas, interviews and reviews on there, and gorging yourself on the thoughts of others might help edify your mind, but nothing will comfort your soul once you've looked into the eyes of the devil."
" Too Much of a Good Thing Isn't a Great Thing
",2017-09-18 00:00:00,7,"I was really excited when I finally got to stream this film at home. I adore Korean cinema and find that a lot of their thrillers go beyond the norm. A Tale of Two Sisters made me keep the lights on and Lady Vengeance was as beautiful as it was haunting. This one had a huge promise from the beginning, but the needless amount of ""twists n turns"" made what was aimed to be a movie that relied on atmosphere nuance become a weird game of Clue with evil spirits. It's like if someone had made the perfect dinner then wasn't happy with it so they decide to add more salt: it's excessive at the end, so as a result all of the heavy atmosphere and eeriness in the beginning gets depleted. I would be interested in seeing what Hong-jin Na has in store, but in the meantime I will have a gander at Yellow Sea and The Chaser. Oh yeah, and last I just want to add that the little girl that played Jong-goo's daughter MADE the movie. She gives a stellarly haunting performance and is probably the most impressive I have ever seen a kid on film. Cheers!"
" This movie is painful to watch so far
",2017-09-05 00:00:00,5,"I see a lot of positive reviews for this movie have a hard time understanding why it's so enjoyable. This is now the second time I've tried to sit through watching it and have given up about halfway through. Is it supposed to be a comedy or is all the goofy antics of the main character(s) unintentional? It's like the movie is trying to be serious/heavy but the hero is straight out of Dumb and Dumber. Can someone explain these questions?-Why are these police officers so inept? I've seen volunteer neighborhood watch citizens with more bearing. They're just a bunch of bumbling fools. Like the scene where they investigate the burned up house. All of the police officers just stand around while a woman attacks another officer??? -These are supposed to be police! Why are they hiding under their desk when that woman appears in the doorway to their station??? They act like 10 year olds scared at a boogeyman, not grown adults supposed to enforce the laws. -I'm at the scene where they investigate the house and one of the officers found a room full of evidence. So what happens when the owner comes back? They hang their heads in shame like kids caught with their hand in the cookie jar. Who cares if you broke in, you just basically solved the whole mystery right there. The next scene you see a police car driving down a road and thinking ""It's about time they pulled their heads out of their asses and called for backup."" Nope, of course not. Instead we have a bunch more bumbling idiot Dumb and Dumber detectives. ""What you're saying doesn't make sense?"" Then pull the police car over and figure out what's going on with your partner??? He's obvious in distress, why are we taking this so lightly? Why does every adult male act like a castrated wimp? These are police but act like a bunch of scared children. They obviously can't handle a serious police investigation so why are they placed in charge? What am I missing here? Like I said, I'm about an hour in and this is the furthest I've been able to watch before wanting to rip my hair out. It's like this movie can't figure out what it wants to be.The movie tagline should be: A slapstick comedy about two bumbling and stammering police officers trying to solve a horrific serial killer case. Even a Woody Allen type character has more bearing than these buffoons."
" An interesting horror with squandered potential
",2017-08-07 00:00:00,6,"I watched The Wailing on the back of strong critical response, a rarity for horror films. Unfortunately I was left a little conflicted.The film's premise is a mix of tropes (possession, good vs. evil, religious mythology), and its slow-burn narrative is set in a relatively poor, rural village in South Korea.The tone the movie strikes at first is one of slapstick and black-comedy. The local police are incompetent, unfit and seemingly terrified of everything. I laughed quite a few times throughout. We get little character development; these aren't complicated people. The lead protagonist, Jong-goo, has about as much depth as a petri dish, and - work-shy and cowardly - doesn't inspire much sympathy. Then there's a jarring tonal shift towards seriousness. Seeing Jong-goo distraught over the mystery sickness his daughter is plagued by didn't move me at all, because the goings-on up until that point had been dealt with so flippantly and the characters were painted as comic foils contrasting with the horrific murders. Why would we care about what's happening to these people, when they've been painted as two- dimensional and foolish?The film's final half-an-hour redeemed it somewhat. I'd predicted the twist that the Japanese man was wrongly vilified and was trying to save the village, so when the shaman confirmed it, I was disappointed by how obvious it had been. But then it turned out to be a bluff! Which took me by surprise. He's evil after all. The ending was particularly strong; tragic, but poignant, with some allegorical revelations.The characters make some strange decisions throughout. Why, when Jong-goo discovered the Japanese man had a shrine with photographs of the recent village murders, did he, his colleague and the deacon simply run off? Bring the man in for questioning at least. Get his DNA. Do some actual police work. And why, if the Japanese man was a malevolent being, did he not offer some excuse to put Jong-goo et al off the scent? He made no effort to mislead them (beyond using the shaman), even when there was every opportunity to lie or distract Jong-goo each occasion they confronted him on the top of the mountain. The benevolent ghost Moo-myeong could've made everything clear early on if she'd been less ambiguous - instead she drip-fed pieces of information to Jong-goo, all too late. If she actually wanted to save the village, she could've easily done it. When characters act in improbable or irrational ways in order to confuse the audience so the revelation is a surprise, that's lazy writing in my opinion. To me, this seems like this was just to force ambiguity so we weren't sure who was trustworthy or not, who was 'real' or not.So it's a mixed bag of a movie. The positives are the setting, the basic plot and the pacing. The negatives are the tonal shifts, the shallow characters, some of the writing. There's a gem hidden in there somewhere, I just think it could've shone brighter if handled differently."
